FPA
0.905450634
0.929788332
0.914282175
0.951340809
0.943757576
0.972337483
0.866875459
0.956777597
0.926220357
0.941378911
0.962726852
0.932042420
0.990684282
0.884186422
0.907998908
0.962693358
0.881305013
0.846867727
0.830603127
0.715306122
0.798924245
0.901126178
